date,MenLFPR,WomenLFPR,TotLFPR
1997-11-01,75.1,59.8,67.15716800447188
1997-12-01,74.9,60.1,67.20056051504669
1998-01-01,74.9,59.9,67.12511873402599
1998-02-01,74.8,59.9,67.08023483365949
1998-03-01,74.8,59.9,67.09264863332145
1998-04-01,74.8,59.7,66.99034342625201
1998-05-01,74.9,59.7,67.04376302470973
1998-06-01,74.9,59.7,67.02342930979837
1998-07-01,75.0,59.7,67.0278170214839
1998-08-01,74.6,59.8,66.9508806252707
1998-09-01,75.0,60.0,67.22735647718268
1998-10-01,74.9,60.0,67.15213263467675
1998-11-01,75.0,59.9,67.14134611652369
1998-12-01,74.9,60.0,67.20996751830126
1999-01-01,75.0,60.1,67.24248859562981
1999-02-01,74.9,60.0,67.17503009092535
1999-03-01,74.7,59.9,67.00767016364304
1999-04-01,74.6,60.1,67.05350421741396
1999-05-01,74.8,59.9,67.06311135965906
1999-06-01,74.7,60.1,67.10381829390461
1999-07-01,74.7,60.0,67.09346190118752
1999-08-01,74.6,60.0,67.02140955017833
1999-09-01,74.6,60.0,67.04054930017045
1999-10-01,74.6,60.1,67.04191708676487
1999-11-01,74.6,60.2,67.10484698034179
1999-12-01,74.8,60.1,67.12429129635305
2000-01-01,75.1,60.1,67.29435693675796
2000-02-01,75.3,60.0,67.33088819147729
2000-03-01,75.0,60.1,67.25818332924088
2000-04-01,74.9,60.3,67.32966068918677
2000-05-01,74.8,60.0,67.08756984951141
2000-06-01,74.8,60.0,67.11238504043
2000-07-01,74.5,59.9,66.89863031733569
2000-08-01,74.8,59.6,66.93437787672134
2000-09-01,74.6,59.8,66.8586949892805
2000-10-01,74.5,59.7,66.83161125559383
2000-11-01,74.6,59.9,66.9485810620961
2000-12-01,74.7,59.9,67.02099786652693
2001-01-01,75.0,60.1,67.23144823459006
2001-02-01,74.8,60.0,67.11550137779646
2001-03-01,74.7,60.2,67.1584890693171
2001-04-01,74.6,59.8,66.92413471623354
2001-05-01,74.4,59.7,66.7427304733342
2001-06-01,74.3,59.7,66.69318446150268
2001-07-01,74.4,59.7,66.75992192582953
2001-08-01,74.1,59.5,66.51378702070375
2001-09-01,74.5,59.6,66.76512183247165
2001-10-01,74.4,59.7,66.73645109146237
2001-11-01,74.3,59.8,66.74162606365996
2001-12-01,74.3,59.7,66.71058410188844
2002-01-01,74.0,59.5,66.45681874867209
2002-02-01,74.2,59.9,66.76405293012651
2002-03-01,74.1,59.7,66.63545841538951
2002-04-01,74.2,59.7,66.6917043768375
2002-05-01,74.5,59.6,66.7308170425142
2002-06-01,74.2,59.6,66.60687098391496
2002-07-01,74.1,59.5,66.5363231172173
2002-08-01,74.1,59.6,66.55880219951713
2002-09-01,74.4,59.7,66.73421760878836
2002-10-01,74.0,59.6,66.55399835119539
2002-11-01,73.7,59.5,66.3657411644124
2002-12-01,73.6,59.5,66.31861425155779
2003-01-01,73.5,59.7,66.366071387968
2003-02-01,73.7,59.6,66.37469674804873
2003-03-01,73.3,59.7,66.27813559552827
2003-04-01,73.6,59.7,66.41606964722952
2003-05-01,73.6,59.7,66.3592549644876
2003-06-01,73.6,59.9,66.53696145945506
2003-07-01,73.4,59.5,66.20731112035145
2003-08-01,73.3,59.5,66.11303480251188
2003-09-01,73.6,59.1,66.0702771678112
2003-10-01,73.4,59.3,66.07668022284373
2003-11-01,73.6,59.2,66.1331029921855
2003-12-01,73.5,59.0,65.94295062222201
2004-01-01,73.7,59.1,66.09710975373716
2004-02-01,73.2,59.2,65.97903371605122
2004-03-01,73.2,59.3,66.02740957088294
2004-04-01,73.1,59.2,65.92385424475998
2004-05-01,73.1,59.3,65.9581911224531
2004-06-01,73.3,59.3,66.06749224896504
2004-07-01,73.5,59.3,66.10450179480982
2004-08-01,73.4,59.0,65.97191485937311
2004-09-01,73.2,59.0,65.82760637846576
2004-10-01,73.3,59.0,65.92251284613188
2004-11-01,73.5,59.0,66.01937421464919
2004-12-01,73.2,59.1,65.90945512820512
2005-01-01,73.0,59.1,65.83836290290299
2005-02-01,73.2,59.1,65.92754209232984
2005-03-01,73.2,59.0,65.88245218348754
2005-04-01,73.4,59.2,66.05985601554288
2005-05-01,73.5,59.3,66.14126822351221
2005-06-01,73.4,59.2,66.06052826112938
2005-07-01,73.4,59.2,66.07562137137248
2005-08-01,73.5,59.3,66.150666236789
2005-09-01,73.3,59.4,66.14849157230263
2005-10-01,73.2,59.5,66.09167294533374
2005-11-01,73.2,59.3,66.04857308850197
2005-12-01,73.2,59.2,65.96900076948444
2006-01-01,73.4,59.1,66.01275307291048
2006-02-01,73.5,59.3,66.13936416362623
2006-03-01,73.6,59.2,66.15330628358372
2006-04-01,73.5,59.2,66.11816879127429
2006-05-01,73.5,59.2,66.1341867021556
2006-06-01,73.4,59.5,66.18854161655828
2006-07-01,73.1,59.6,66.12890543090795
2006-08-01,73.4,59.5,66.20324915891031
2006-09-01,73.4,59.3,66.10670386191265
2006-10-01,73.4,59.4,66.19832371829759
2006-11-01,73.5,59.5,66.2908592679585
2006-12-01,73.7,59.5,66.37405044587759
2007-01-01,73.8,59.5,66.39670496423152
2007-02-01,73.6,59.4,66.27403242156701
2007-03-01,73.5,59.4,66.2460936485539
2007-04-01,73.4,58.9,65.91698269860284
2007-05-01,73.2,59.1,65.95386210471747
2007-06-01,73.3,59.3,66.0476537785968
2007-07-01,73.1,59.3,65.98349701239017
2007-08-01,72.8,59.2,65.78026019439217
2007-09-01,73.0,59.5,65.99558635642107
2007-10-01,72.9,59.2,65.82429151537288
2007-11-01,73.1,59.4,66.04089482654257
2007-12-01,73.1,59.4,66.01502856456621
2008-01-01,73.4,59.5,66.23061182377825
2008-02-01,73.1,59.3,65.99959623554072
2008-03-01,73.1,59.5,66.05635314062533
2008-04-01,72.9,59.4,65.93924476196193
2008-05-01,73.1,59.6,66.10955206615111
2008-06-01,73.0,59.5,66.05101293942909
2008-07-01,73.1,59.4,66.05078165087401
2008-08-01,72.9,59.6,66.05569248249732
2008-09-01,72.9,59.4,65.95408772828128
2008-10-01,72.9,59.6,66.01367363988201
2008-11-01,72.7,59.5,65.85202786720494
2008-12-01,72.5,59.5,65.80083817303806
2009-01-01,72.4,59.4,65.69423913367612
2009-02-01,72.4,59.5,65.78520558674914
2009-03-01,72.1,59.5,65.56451681512297
2009-04-01,72.3,59.4,65.67277735037467
2009-05-01,72.4,59.4,65.7233746156329
2009-06-01,72.2,59.5,65.65360378519446
2009-07-01,72.0,59.4,65.50303133081782
2009-08-01,72.0,59.2,65.3602273738071
2009-09-01,71.7,58.9,65.09212007345909
2009-10-01,71.6,58.8,65.01120270555909
2009-11-01,71.5,58.9,64.997909125085
2009-12-01,71.0,58.6,64.6245209434249
2010-01-01,71.2,58.8,64.80712065937036
2010-02-01,71.2,58.9,64.85033628975772
2010-03-01,71.4,58.8,64.91594246897651
2010-04-01,71.8,58.9,65.15090865423105
2010-05-01,71.4,58.8,64.88069423450204
2010-06-01,71.1,58.5,64.62871807816904
2010-07-01,71.2,58.4,64.605910294674
2010-08-01,71.3,58.6,64.71509750145947
2010-09-01,71.1,58.5,64.60796737187503
2010-10-01,70.8,58.4,64.40908900347965
2010-11-01,70.9,58.6,64.56443876589239
2010-12-01,70.7,58.3,64.31857473554663
2011-01-01,70.5,58.3,64.20629733896374
2011-02-01,70.5,58.1,64.14626691954398
2011-03-01,70.4,58.3,64.17405857740586
2011-04-01,70.5,58.3,64.20471176603414
2011-05-01,70.5,58.1,64.13316451676256
2011-06-01,70.4,58.0,64.03049826923157
2011-07-01,70.3,58.0,63.9576753132419
2011-08-01,70.5,58.1,64.10112101921449
2011-09-01,70.5,58.3,64.20225683235377
2011-10-01,70.4,58.1,64.07859524116719
2011-11-01,70.5,58.0,64.10221218510986
2011-12-01,70.5,57.8,64.00882851727462
2012-01-01,70.2,57.7,63.72296909633507
2012-02-01,70.2,57.8,63.79895642130881
2012-03-01,70.2,57.8,63.786664688133754
2012-04-01,70.1,57.6,63.65534796362199
2012-05-01,70.2,57.7,63.739782521011165
2012-06-01,70.3,57.7,63.77948222327322
2012-07-01,70.2,57.6,63.67185252759354
2012-08-01,69.9,57.6,63.54047773498765
2012-09-01,70.1,57.6,63.64963982737968
2012-10-01,70.3,57.7,63.7560813663247
2012-11-01,70.1,57.6,63.61774799937749
2012-12-01,70.1,57.7,63.690607734806626
2013-01-01,70.3,57.5,63.66430559586043
2013-02-01,70.0,57.3,63.43718855686441
2013-03-01,69.7,57.2,63.26863813547215
2013-04-01,69.9,57.3,63.380850412970325
2013-05-01,69.9,57.3,63.39016070067615
2013-06-01,69.9,57.4,63.428112986251385
2013-07-01,69.8,57.3,63.3144256905223
2013-08-01,69.6,57.3,63.2646091421741
2013-09-01,69.8,57.1,63.244207208085534
2013-10-01,69.2,56.8,62.77797395091342
2013-11-01,69.5,56.9,62.970713842485004
2013-12-01,69.2,57.0,62.8916492735415
2014-01-01,69.2,57.0,62.9171982261102
2014-02-01,69.0,57.2,62.926927980249715
2014-03-01,69.4,57.2,63.10331718286163
2014-04-01,69.0,57.0,62.79082925488706
2014-05-01,69.1,57.1,62.87163499204432
2014-06-01,69.2,56.9,62.83220479876036
2014-07-01,69.3,56.9,62.90021489942465
2014-08-01,69.4,56.9,62.89756636009491
2014-09-01,69.2,56.8,62.80640461106236
2014-10-01,69.2,57.1,62.904724178285754
2014-11-01,69.2,57.0,62.88839594283969
2014-12-01,69.3,56.7,62.77712858445068
2015-01-01,69.3,56.9,62.881672893566076
2015-02-01,69.2,56.6,62.6829239012561
2015-03-01,69.1,56.6,62.63715611004479
2015-04-01,69.3,56.7,62.75722631120488
2015-05-01,69.4,56.9,62.94583857379569
2015-06-01,69.0,56.8,62.658629315056466
2015-07-01,69.0,56.6,62.579521357164495
2015-08-01,69.0,56.7,62.594386210851624
2015-09-01,68.8,56.4,62.36267780761962
2015-10-01,68.8,56.6,62.48166302908869
2015-11-01,68.7,56.8,62.54811378089907
2015-12-01,69.0,56.8,62.72823256700114
2016-01-01,68.9,56.9,62.710729525311315
2016-02-01,69.2,56.8,62.808569267985604
2016-03-01,69.3,57.1,62.97434801873655
2016-04-01,69.3,56.9,62.90928928050472
2016-05-01,69.0,56.8,62.71734064319401
2016-06-01,69.3,56.6,62.73436544236909
2016-07-01,69.3,56.6,62.76870909234288
2016-08-01,69.3,56.8,62.85581475966501
2016-09-01,69.3,56.8,62.85700792235852
2016-10-01,69.2,56.8,62.75730277877171
2016-11-01,69.0,56.7,62.66441423744794
2016-12-01,69.0,56.7,62.68224321077797
2017-01-01,69.1,56.9,62.822238489936325
2017-02-01,69.2,57.0,62.87571879203606
2017-03-01,69.1,57.2,62.94347009205469
2017-04-01,69.2,57.2,62.98215155466872
2017-05-01,69.0,57.1,62.829173323075594
2017-06-01,69.1,57.0,62.830987186074516
2017-07-01,69.0,57.2,62.88903433653014
2017-08-01,69.1,57.1,62.88686035628551
2017-09-01,69.3,57.2,63.05319257166558
2017-10-01,69.0,56.8,62.67799472955748
2017-11-01,68.9,57.0,62.73867059453251
2017-12-01,69.0,56.8,62.682295428899415
2018-01-01,69.1,56.7,62.698808318404865
2018-02-01,69.3,57.0,62.99127402367923
2018-03-01,69.3,56.9,62.917887023185806
2018-04-01,69.3,56.9,62.89413538978202
2018-05-01,69.3,56.9,62.878028696388476
2018-06-01,69.1,57.2,62.947811304057566
2018-07-01,68.9,57.4,62.94062666040963
2018-08-01,68.8,56.9,62.6502522610495
2018-09-01,68.8,57.1,62.73374888691006
2018-10-01,68.9,57.2,62.86893553153794
2018-11-01,68.9,57.3,62.90412356788349
2018-12-01,69.0,57.4,63.01798461110596
2019-01-01,69.3,57.4,63.14770425845825
2019-02-01,69.1,57.5,63.12656738598719
2019-03-01,69.2,57.3,63.060606412234996
2019-04-01,69.0,57.1,62.87066136308288
2019-05-01,69.1,57.1,62.89205403672241
2019-06-01,69.1,57.2,62.93656890714454
2019-07-01,69.2,57.3,63.06181888320956
2019-08-01,69.1,57.5,63.127910203829906
2019-09-01,69.1,57.6,63.17064528304793
2019-10-01,69.1,57.8,63.24385691469915
2019-11-01,69.3,57.6,63.238981616798704
2019-12-01,69.2,57.8,63.27633455171592
2020-01-01,69.3,57.8,63.38255581845227
2020-02-01,69.3,57.9,63.391852958848816
2020-03-01,68.6,57.1,62.65986033153935
2020-04-01,66.1,54.6,60.16175701049651
2020-05-01,66.7,55.3,60.805162143766324
2020-06-01,67.3,56.0,61.426419271033495
2020-07-01,67.1,56.1,61.45606495297131
2020-08-01,67.6,56.1,61.67801410818321
2020-09-01,67.5,55.7,61.422018700477864
2020-10-01,67.7,55.9,61.63993484717831
2020-11-01,67.4,55.9,61.48917019361511
2020-12-01,67.4,56.0,61.50556980438694
2021-01-01,67.5,55.7,61.40823688619174
2021-02-01,67.4,55.9,61.45953901225673
2021-03-01,67.3,56.1,61.543737045168065
2021-04-01,67.6,56.1,61.65306411645979
2021-05-01,67.5,56.0,61.560047471383186
2021-06-01,67.6,56.1,61.649664419257824
2021-07-01,67.6,56.2,61.71859761577855
2021-08-01,67.7,56.2,61.73478943928199
2021-09-01,67.7,56.0,61.68524560103298
2021-10-01,67.7,56.1,61.70487346701895
2021-11-01,67.8,56.3,61.87330409992787
2021-12-01,67.7,56.5,61.9121372112186
2022-01-01,67.9,56.8,62.19063684926406
2022-02-01,68.3,56.6,62.277270586805614
2022-03-01,68.3,56.8,62.40757048936396
2022-04-01,68.0,56.7,62.242609814121316
2022-05-01,68.0,57.0,62.339435449922064
2022-06-01,67.8,56.8,62.16877972975534
2022-07-01,67.6,56.9,62.10323773161826
2022-08-01,67.8,57.1,62.36032462223299
2022-09-01,68.1,56.8,62.29818880600403
