date,TOTAL,LABOR,A034RC,A132RC,B202RC,A038RC,B040RC,B039RC,A041RC,B042RC,A045RC,A048RC,W210RC,A064RC,B703RC,A577RC,A063RC,W823RC,W824RC,W729RC,W825RC,W826RC,W827RC,B931RC,A061RC,W055RC,A067RC,A068RC,DPCERC,B069RC,W211RC,W062RC,B070RC,A071RC,A072RC,W875RX,A067RX,A229RC,A229RX,B230RC,A067RCM,PF000969,A067RM,CAPITAL,TRANSFER
1988-11-01,4402503.0,3029237.0,2502915.0,2038748.0,464168.0,526322.0,336754.0,189568.0,323032.0,14486.0,308546.0,28135.0,886360.0,747186.0,139174.0,506913.0,485173.0,214512.0,89664.0,55308.0,13276.0,16764.0,95649.0,21740.0,-371175.0,515899.0,3886604.0,3560847.0,3430226.0,104030.0,26591.0,15394.0,11197.0,325757.0,8.4,6988013.0,6971893.0,15801.0,28344.0,245970.0,0.3,0.5,0.0,1237527.0,135738.0
1988-12-01,4438560.0,3049160.0,2517677.0,2052184.0,465493.0,531483.0,340485.0,190998.0,331757.0,21242.0,310515.0,27466.0,894619.0,754503.0,140116.0,509503.0,486913.0,214548.0,90876.0,55956.0,12975.0,16284.0,96274.0,22590.0,-373945.0,521145.0,3917415.0,3591912.0,3459729.0,105444.0,26739.0,15542.0,11197.0,325502.0,8.3,7026029.0,7005211.0,15915.0,28460.0,246140.0,0.8,0.9,0.5,1253842.0,135558.0
1989-01-01,4501466.0,3070521.0,2536534.0,2069188.0,467346.0,533987.0,344389.0,189598.0,343217.0,31148.0,312069.0,24688.0,913946.0,768872.0,145074.0,525977.0,503127.0,223296.0,92616.0,56688.0,13534.0,17568.0,99425.0,22850.0,-376884.0,548097.0,3953369.0,3618233.0,3483745.0,107557.0,26931.0,15784.0,11147.0,335135.0,8.5,7072734.0,7033381.0,16051.0,28556.0,246301.0,0.9,0.7,0.4,1281851.0,149093.0
1989-02-01,4529623.0,3073275.0,2535371.0,2065714.0,469658.0,537904.0,348202.0,189702.0,350622.0,39904.0,310718.0,22786.0,930819.0,783327.0,147492.0,529430.0,506031.0,224088.0,93864.0,57444.0,13433.0,17364.0,99838.0,23399.0,-377309.0,552129.0,3977494.0,3624246.0,3488011.0,109159.0,27076.0,15929.0,11147.0,353248.0,8.9,7092963.0,7052714.0,16139.0,28617.0,246454.0,0.6,0.2,0.3,1304227.0,152121.0
1989-03-01,4570183.0,3093383.0,2550513.0,2079131.0,471382.0,542870.0,351850.0,191020.0,350458.0,39103.0,311355.0,21761.0,945559.0,795273.0,150287.0,538931.0,515367.0,230328.0,94992.0,58128.0,13737.0,17376.0,100806.0,23564.0,-379909.0,558412.0,4011771.0,3636453.0,3498760.0,110496.0,27197.0,16050.0,11147.0,375318.0,9.4,7121463.0,7087050.0,16267.0,28736.0,246626.0,0.9,0.3,0.5,1317778.0,159022.0
1989-04-01,4582500.0,3114187.0,2566288.0,2092248.0,474040.0,547898.0,355402.0,192497.0,342157.0,33893.0,308263.0,21607.0,950407.0,797442.0,152965.0,536884.0,513575.0,227244.0,95892.0,58920.0,13562.0,16884.0,101073.0,23309.0,-382742.0,565101.0,4017399.0,3682233.0,3542964.0,111644.0,27625.0,16196.0,11429.0,335166.0,8.3,7099535.0,7050018.0,16277.0,28564.0,246814.0,0.1,1.3,-0.5,1314171.0,154142.0
1989-05-01,4579362.0,3106403.0,2555875.0,2078946.0,476928.0,550529.0,358826.0,191703.0,339143.0,32412.0,306731.0,21243.0,956357.0,801254.0,155103.0,537727.0,514631.0,225600.0,96876.0,59424.0,13763.0,17436.0,101532.0,23096.0,-381511.0,566077.0,4013285.0,3692011.0,3551782.0,112507.0,27722.0,16293.0,11429.0,321274.0,8.0,7066744.0,7017174.0,16247.0,28408.0,247010.0,-0.1,0.3,-0.5,1316743.0,156216.0
1989-06-01,4602221.0,3123065.0,2568237.0,2088545.0,479692.0,554828.0,362098.0,192730.0,337258.0,31408.0,305850.0,20662.0,963016.0,805919.0,157096.0,541795.0,518807.0,227460.0,97848.0,60372.0,13763.0,17208.0,102156.0,22988.0,-383574.0,568903.0,4033318.0,3707541.0,3566555.0,113168.0,27819.0,16390.0,11429.0,325776.0,8.1,7084031.0,7036736.0,16314.0,28463.0,247228.0,0.5,0.4,0.3,1320936.0,158221.0
1989-07-01,4628472.0,3149080.0,2589447.0,2107606.0,481842.0,559633.0,365242.0,194391.0,334970.0,30348.0,304622.0,19868.0,967113.0,808360.0,158753.0,544175.0,521039.0,226728.0,98808.0,61080.0,14385.0,17280.0,102758.0,23136.0,-386734.0,571393.0,4057079.0,3727342.0,3585694.0,113672.0,27976.0,16579.0,11397.0,329738.0,8.1,7108633.0,7061261.0,16395.0,28535.0,247458.0,0.6,0.5,0.3,1321951.0,157441.0
1989-08-01,4639139.0,3148845.0,2586434.0,2101162.0,485272.0,562412.0,368257.0,194155.0,338842.0,30172.0,308670.0,19779.0,970396.0,810148.0,160249.0,547675.0,524447.0,227952.0,99720.0,61872.0,14788.0,17184.0,102931.0,23228.0,-386399.0,570750.0,4068389.0,3762934.0,3620641.0,114220.0,28073.0,16676.0,11397.0,305455.0,7.5,7120192.0,7080035.0,16425.0,28584.0,247695.0,0.3,1.0,0.3,1329017.0,161276.0
1989-09-01,4662347.0,3167210.0,2600872.0,2112628.0,488244.0,566338.0,371125.0,195213.0,337659.0,30401.0,307258.0,20380.0,973756.0,811416.0,162340.0,551778.0,528563.0,228732.0,100608.0,62808.0,14687.0,16992.0,104736.0,23215.0,-388436.0,572601.0,4089746.0,3764905.0,3621864.0,114868.0,28173.0,16776.0,11397.0,324841.0,7.9,7137549.0,7101393.0,16495.0,28641.0,247942.0,0.5,0.1,0.3,1331795.0,163342.0
1989-10-01,4703049.0,3202702.0,2631416.0,2141022.0,490394.0,571286.0,373785.0,197501.0,338496.0,31925.0,306571.0,20851.0,977682.0,812403.0,165279.0,555996.0,532827.0,227376.0,101520.0,63708.0,15622.0,17124.0,107477.0,23169.0,-392679.0,576867.0,4126182.0,3778689.0,3633599.0,115856.0,29235.0,17001.0,12234.0,347493.0,8.4,7172849.0,7136750.0,16626.0,28757.0,248174.0,0.9,0.4,0.5,1337029.0,163317.0
1989-11-01,4718073.0,3205627.0,2631817.0,2138757.0,493060.0,573810.0,376410.0,197400.0,340044.0,32497.0,307547.0,21992.0,982364.0,814723.0,167641.0,560619.0,537531.0,231144.0,102312.0,64440.0,15823.0,17040.0,106772.0,23088.0,-392574.0,578675.0,4139398.0,3789116.0,3643294.0,116501.0,29321.0,17087.0,12234.0,350282.0,8.5,7175142.0,7143981.0,16666.0,28762.0,248380.0,0.3,0.3,0.1,1344400.0,168045.0
1989-12-01,4735679.0,3220917.0,2643807.0,2148392.0,495415.0,577110.0,378944.0,198166.0,340684.0,33082.0,307602.0,22655.0,985542.0,817989.0,167552.0,559902.0,536895.0,228612.0,103044.0,65172.0,15823.0,17112.0,107132.0,23007.0,-394021.0,583813.0,4151866.0,3830615.0,3684184.0,117042.0,29389.0,17155.0,12234.0,321251.0,7.7,7185883.0,7144736.0,16703.0,28743.0,248569.0,0.3,1.1,0.0,1348881.0,165881.0
1990-01-01,4783793.0,3244042.0,2658744.0,2159011.0,499733.0,585298.0,384998.0,200301.0,347403.0,34282.0,313120.0,22722.0,993166.0,823387.0,169779.0,576861.0,553500.0,240696.0,103584.0,65568.0,16817.0,17580.0,109255.0,23361.0,-400401.0,575378.0,4208415.0,3876926.0,3730696.0,117009.0,29221.0,17171.0,12050.0,331489.0,7.9,7184915.0,7187448.0,16919.0,28895.0,248743.0,1.4,1.2,0.6,1363291.0,176460.0
1990-02-01,4819795.0,3275751.0,2687158.0,2184554.0,502604.0,588593.0,386270.0,202322.0,345471.0,34627.0,310845.0,22959.0,996726.0,826345.0,170380.0,579219.0,555936.0,240264.0,104280.0,66480.0,16414.0,18504.0,109994.0,23283.0,-400331.0,583478.0,4236317.0,3874803.0,3728233.0,117259.0,29312.0,17262.0,12050.0,361514.0,8.5,7210543.0,7203302.0,17019.0,28938.0,248920.0,0.7,-0.1,0.2,1365156.0,178888.0
1990-03-01,4842676.0,3298495.0,2707397.0,2199236.0,508161.0,591098.0,387573.0,203525.0,343941.0,34504.0,309437.0,23730.0,998297.0,827163.0,171134.0,582396.0,559200.0,242112.0,104988.0,67668.0,16113.0,17628.0,110691.0,23196.0,-404182.0,588712.0,4253964.0,3901669.0,3754915.0,117312.0,29442.0,17392.0,12050.0,352295.0,8.3,7216775.0,7206076.0,17074.0,28923.0,249146.0,0.4,0.7,0.0,1365968.0,178214.0
1990-04-01,4883793.0,3326026.0,2731940.0,2219144.0,512796.0,594086.0,388861.0,205225.0,349304.0,33173.0,316132.0,24943.0,1000357.0,828294.0,172064.0,587406.0,564276.0,243588.0,105780.0,68964.0,16660.0,17676.0,111608.0,23130.0,-404243.0,592947.0,4290847.0,3916791.0,3769991.0,117315.0,29485.0,17683.0,11802.0,374055.0,8.7,7262748.0,7253381.0,17202.0,29079.0,249436.0,0.9,0.4,0.7,1374604.0,183163.0
1990-05-01,4889498.0,3328096.0,2732932.0,2211482.0,521450.0,595164.0,390227.0,204938.0,351490.0,32667.0,318823.0,26551.0,999584.0,830300.0,169285.0,589236.0,566280.0,242376.0,106524.0,70224.0,17468.0,17712.0,111976.0,22956.0,-405460.0,593488.0,4296010.0,3922883.0,3775774.0,117438.0,29671.0,17869.0,11802.0,373127.0,8.7,7252923.0,7245752.0,17204.0,29017.0,249707.0,0.1,0.2,-0.1,1377625.0,183776.0
1990-06-01,4919257.0,3350012.0,2751625.0,2229663.0,521962.0,598387.0,391677.0,206711.0,352556.0,32260.0,320296.0,28468.0,1004343.0,833935.0,170408.0,594747.0,572004.0,245412.0,107268.0,71844.0,17064.0,17496.0,112920.0,22743.0,-410871.0,597398.0,4321859.0,3952207.0,3804496.0,117832.0,29878.0,18076.0,11802.0,369652.0,8.6,7261723.0,7257272.0,17288.0,29030.0,249990.0,0.6,0.7,0.2,1385367.0,183876.0
1990-07-01,4948170.0,3370671.0,2769271.0,2245368.0,523903.0,601400.0,393167.0,208233.0,356408.0,32245.0,324163.0,30696.0,1008097.0,837022.0,171075.0,596138.0,573840.0,243552.0,108000.0,73332.0,18063.0,17592.0,113301.0,22298.0,-413840.0,599842.0,4348328.0,3971338.0,3821712.0,118680.0,30947.0,18407.0,12540.0,376989.0,8.7,7289861.0,7283657.0,17374.0,29101.0,250285.0,0.6,0.5,0.4,1395201.0,182298.0
1990-08-01,4949922.0,3362710.0,2760209.0,2237187.0,523022.0,602501.0,394678.0,207824.0,359690.0,31823.0,327867.0,31935.0,1011200.0,840023.0,171177.0,597711.0,575844.0,242880.0,108744.0,74952.0,17458.0,17568.0,114242.0,21867.0,-413323.0,599491.0,4350431.0,3998710.0,3848288.0,119230.0,31192.0,18652.0,12540.0,351721.0,8.1,7242017.0,7239055.0,17360.0,28887.0,250595.0,0.0,0.7,-0.6,1402825.0,184388.0
1990-09-01,4978632.0,3384183.0,2778451.0,2253821.0,524630.0,605732.0,396286.0,209447.0,360714.0,31283.0,329430.0,32169.0,1011965.0,841684.0,170281.0,606163.0,584712.0,247704.0,109488.0,76500.0,18971.0,17520.0,114529.0,21451.0,-416562.0,602846.0,4375786.0,4021214.0,3870100.0,119659.0,31455.0,18915.0,12540.0,354572.0,8.1,7231308.0,7236794.0,17440.0,28843.0,250904.0,0.6,0.6,0.0,1404848.0,189601.0
1990-10-01,4966504.0,3369637.0,2763106.0,2236156.0,526950.0,606531.0,397961.0,208570.0,356985.0,30596.0,326390.0,31366.0,1010973.0,842765.0,168208.0,612694.0,591600.0,245148.0,110292.0,78336.0,20065.0,17628.0,120131.0,21094.0,-415152.0,600989.0,4365515.0,4022011.0,3870551.0,119706.0,31755.0,19268.0,12487.0,343503.0,7.9,7159475.0,7178723.0,17379.0,28578.0,251201.0,-0.2,0.0,-0.8,1399324.0,197542.0
1990-11-01,4973461.0,3375062.0,2766254.0,2236412.0,529843.0,608807.0,399637.0,209171.0,357687.0,29732.0,327955.0,31104.0,1010387.0,843669.0,166717.0,615733.0,595020.0,246084.0,111012.0,80316.0,20670.0,17688.0,119250.0,20713.0,-416511.0,600482.0,4372979.0,4023823.0,3871877.0,119873.0,32073.0,19586.0,12487.0,349156.0,8.0,7156865.0,7181913.0,17389.0,28558.0,251486.0,0.2,0.0,0.0,1399178.0,199222.0
1990-12-01,5004087.0,3399789.0,2787297.0,2253764.0,533533.0,612492.0,401345.0,211147.0,356178.0,28674.0,327504.0,31350.0,1013090.0,846982.0,166108.0,624100.0,603876.0,249804.0,111696.0,83544.0,22181.0,17652.0,118999.0,20224.0,-420420.0,600971.0,4403116.0,4013625.0,3861300.0,119895.0,32430.0,19943.0,12487.0,389491.0,8.8,7186759.0,7224709.0,17489.0,28697.0,251758.0,0.7,-0.3,0.6,1400618.0,203680.0
1991-01-01,4990442.0,3384425.0,2771279.0,2233911.0,537368.0,613146.0,403025.0,210121.0,346374.0,26583.0,319792.0,32186.0,1010976.0,838618.0,172358.0,636422.0,616796.0,259776.0,112152.0,82308.0,23535.0,18220.0,120805.0,19626.0,-419941.0,582263.0,4408179.0,3995296.0,3840994.0,119986.0,34316.0,20560.0,13756.0,412884.0,9.4,7117177.0,7205706.0,17492.0,28593.0,252012.0,0.1,-0.5,-0.3,1389536.0,216481.0
1991-02-01,4997080.0,3385233.0,2769724.0,2230056.0,539667.0,615509.0,405098.0,210411.0,347789.0,25970.0,321819.0,32962.0,1010260.0,833132.0,177128.0,641538.0,622400.0,260928.0,112896.0,83352.0,24239.0,18136.0,122849.0,19138.0,-420702.0,579916.0,4417164.0,4021354.0,3866693.0,119972.0,34690.0,20934.0,13756.0,395810.0,9.0,7116108.0,7216786.0,17511.0,28609.0,252253.0,0.2,0.7,0.2,1391011.0,220836.0
1991-03-01,5005784.0,3392939.0,2774183.0,2232295.0,541888.0,618756.0,407566.0,211190.0,348207.0,25961.0,322246.0,33760.0,1006270.0,827897.0,178374.0,646954.0,628256.0,263172.0,113724.0,85332.0,25246.0,17512.0,123270.0,18698.0,-422346.0,580138.0,4425647.0,4068119.0,3912999.0,120077.0,35043.0,21287.0,13756.0,357527.0,8.1,7120000.0,7229142.0,17527.0,28629.0,252507.0,0.2,1.2,0.2,1388237.0,224608.0
1991-04-01,5034280.0,3405213.0,2782601.0,2239071.0,543530.0,622612.0,410350.0,212262.0,352047.0,28015.0,324033.0,34563.0,1009759.0,830429.0,179331.0,657170.0,638888.0,262752.0,114696.0,90348.0,27333.0,19369.0,124390.0,18282.0,-424473.0,582924.0,4451356.0,4062920.0,3907079.0,120269.0,35572.0,21737.0,13835.0,388436.0,8.7,7136940.0,7257999.0,17610.0,28713.0,252778.0,0.6,-0.1,0.4,1396369.0,232697.0
1991-05-01,5055868.0,3420878.0,2794009.0,2248359.0,545650.0,626869.0,413472.0,213398.0,353114.0,28036.0,325078.0,35465.0,1011264.0,830300.0,180964.0,661961.0,644048.0,264552.0,115668.0,93132.0,27634.0,18084.0,124978.0,17913.0,-426815.0,585204.0,4470663.0,4089543.0,3933221.0,120419.0,35903.0,22068.0,13835.0,381120.0,8.5,7134813.0,7259450.0,17666.0,28687.0,253060.0,0.4,0.7,0.0,1399843.0,235146.0
1991-06-01,5090841.0,3456748.0,2823826.0,2274881.0,548945.0,632922.0,417001.0,215921.0,353874.0,27490.0,326384.0,36447.0,1010399.0,828443.0,181956.0,665069.0,647468.0,263556.0,116688.0,95688.0,27533.0,18155.0,125848.0,17601.0,-431697.0,589646.0,4501195.0,4097220.0,3940495.0,120492.0,36232.0,22397.0,13835.0,403975.0,9.0,7174475.0,7296741.0,17767.0,28801.0,253350.0,0.7,0.2,0.5,1400720.0,233372.0
1991-07-01,5086957.0,3449435.0,2813207.0,2262001.0,551206.0,636228.0,420801.0,215427.0,352971.0,24491.0,328480.0,37452.0,1012715.0,829807.0,182907.0,665242.0,647964.0,263712.0,117756.0,95232.0,26910.0,18312.0,126042.0,17278.0,-430858.0,587783.0,4499174.0,4123169.0,3965995.0,120327.0,36847.0,22793.0,14054.0,376005.0,8.4,7156612.0,7281980.0,17738.0,28709.0,253650.0,0.0,0.6,-0.2,1403138.0,234384.0
1991-08-01,5108425.0,3466700.0,2825232.0,2273748.0,551485.0,641468.0,424972.0,216496.0,352629.0,24203.0,328427.0,39204.0,1012479.0,829055.0,183424.0,670465.0,653460.0,266004.0,118860.0,98232.0,24693.0,18192.0,127479.0,17005.0,-433053.0,588704.0,4519721.0,4126391.0,3969105.0,120119.0,37167.0,23113.0,14054.0,393330.0,8.7,7166315.0,7298341.0,17797.0,28737.0,253966.0,0.5,0.1,0.2,1404312.0,237412.0
1991-09-01,5141537.0,3493636.0,2845808.0,2293623.0,552185.0,647828.0,429454.0,218374.0,355249.0,24742.0,330507.0,41654.0,1010941.0,826609.0,184332.0,676627.0,659832.0,265512.0,120012.0,101820.0,26205.0,17904.0,128379.0,16795.0,-436570.0,594225.0,4547312.0,4141899.0,3984708.0,119710.0,37481.0,23427.0,14054.0,405413.0,8.9,7185078.0,7317683.0,17883.0,28778.0,254280.0,0.6,0.4,0.3,1407844.0,240057.0
1991-10-01,5157652.0,3491698.0,2839515.0,2284213.0,555303.0,652183.0,434303.0,217881.0,358173.0,27229.0,330944.0,44756.0,1004770.0,820661.0,184109.0,694034.0,677508.0,265104.0,121092.0,110796.0,26849.0,18024.0,135643.0,16526.0,-435779.0,595474.0,4562178.0,4134248.0,3976045.0,119643.0,38560.0,23877.0,14683.0,427929.0,9.4,7169663.0,7327974.0,17921.0,28785.0,254576.0,0.3,-0.2,0.1,1407699.0,258255.0
1991-11-01,5177034.0,3511522.0,2853013.0,2295137.0,557875.0,658510.0,439593.0,218917.0,361993.0,28616.0,333378.0,46383.0,1001698.0,817721.0,183977.0,693286.0,676884.0,266028.0,122424.0,113064.0,26142.0,17796.0,131430.0,16402.0,-437848.0,598415.0,4578620.0,4161689.0,4003572.0,119254.0,38863.0,24180.0,14683.0,416931.0,9.1,7186315.0,7338370.0,17967.0,28796.0,254841.0,0.4,0.7,0.1,1410074.0,255438.0
1991-12-01,5233011.0,3547745.0,2881336.0,2321259.0,560077.0,666409.0,445221.0,221188.0,367486.0,30055.0,337431.0,48098.0,1002841.0,819593.0,183248.0,708942.0,692580.0,269352.0,123876.0,113628.0,35125.0,17868.0,132731.0,16362.0,-442101.0,602125.0,4630886.0,4178719.0,4020479.0,119080.0,39160.0,24477.0,14683.0,452168.0,9.8,7232831.0,7403605.0,18154.0,29024.0,255089.0,1.1,0.4,0.9,1418425.0,266841.0
1992-01-01,5264821.0,3562751.0,2887452.0,2324595.0,562857.0,675299.0,451349.0,223950.0,377560.0,32274.0,345286.0,48570.0,999552.0,815333.0,184219.0,722907.0,706415.0,277824.0,125796.0,108108.0,39227.0,18764.0,136696.0,16492.0,-446519.0,583041.0,4681780.0,4239303.0,4084653.0,118391.0,36259.0,24724.0,11535.0,442477.0,9.5,7251540.0,7474848.0,18336.0,29275.0,255331.0,1.1,1.4,1.0,1425682.0,276388.0
1992-02-01,5303203.0,3604863.0,2921178.0,2357227.0,563951.0,683685.0,456961.0,226725.0,378580.0,33486.0,345094.0,49721.0,996106.0,810927.0,185179.0,725631.0,709127.0,278052.0,127272.0,107760.0,38720.0,18956.0,138367.0,16504.0,-451698.0,589269.0,4713934.0,4254313.0,4099539.0,118245.0,36529.0,24994.0,11535.0,459621.0,9.8,7290070.0,7507235.0,18444.0,29374.0,255576.0,0.7,0.4,0.4,1424407.0,273933.0
1992-03-01,5323841.0,3619397.0,2929938.0,2364161.0,565778.0,689458.0,462092.0,227366.0,379980.0,32924.0,347055.0,51714.0,993199.0,807071.0,186128.0,732462.0,715955.0,279828.0,128628.0,108924.0,41153.0,18476.0,138946.0,16507.0,-452911.0,594381.0,4729460.0,4271717.0,4117009.0,117929.0,36778.0,25243.0,11535.0,457744.0,9.7,7294385.0,7513757.0,18485.0,29368.0,255848.0,0.3,0.4,0.1,1424893.0,279551.0
1992-04-01,5357404.0,3630807.0,2936161.0,2368168.0,567993.0,694646.0,466786.0,227860.0,389579.0,33635.0,355945.0,54574.0,994509.0,807444.0,187065.0,741772.0,725271.0,280908.0,129768.0,113268.0,42116.0,19200.0,140011.0,16501.0,-453838.0,601762.0,4755642.0,4287453.0,4131544.0,117739.0,38170.0,25567.0,12603.0,468190.0,9.8,7313181.0,7535019.0,18567.0,29418.0,256139.0,0.6,0.4,0.3,1438662.0,287934.0
1992-05-01,5392437.0,3654324.0,2954021.0,2384102.0,569919.0,700303.0,471115.0,229188.0,394012.0,34328.0,359685.0,57303.0,997203.0,809215.0,187989.0,745931.0,729459.0,282612.0,130980.0,115500.0,40386.0,18504.0,141477.0,16472.0,-456336.0,608309.0,4784128.0,4313959.0,4158382.0,117193.0,38385.0,25782.0,12603.0,470169.0,9.8,7352405.0,7570172.0,18656.0,29521.0,256437.0,0.6,0.6,0.5,1448518.0,289595.0
1992-06-01,5424018.0,3670570.0,2965766.0,2394208.0,571557.0,704804.0,474958.0,229847.0,402010.0,38099.0,363911.0,59922.0,1000182.0,811284.0,188898.0,749070.0,732663.0,281712.0,132168.0,117432.0,41098.0,18588.0,141665.0,16407.0,-457736.0,611436.0,4812582.0,4332223.0,4177056.0,116582.0,38585.0,25982.0,12603.0,480359.0,10.0,7384239.0,7601637.0,18745.0,29608.0,256742.0,0.6,0.4,0.4,1462114.0,291334.0
1992-07-01,5437094.0,3677800.0,2969332.0,2395551.0,573781.0,708468.0,478465.0,230003.0,405463.0,36855.0,368608.0,62506.0,995842.0,806048.0,189794.0,753563.0,737203.0,283080.0,133344.0,119496.0,40122.0,18468.0,142693.0,16360.0,-458080.0,612320.0,4824774.0,4366183.0,4204795.0,115868.0,45520.0,26218.0,19302.0,458591.0,9.5,7373498.0,7595863.0,18769.0,29549.0,257063.0,0.3,0.8,-0.1,1463811.0,295483.0
1992-08-01,5465079.0,3702063.0,2989024.0,2412812.0,576212.0,713038.0,481558.0,231480.0,408999.0,37005.0,371994.0,64665.0,992380.0,801703.0,190677.0,757786.0,741511.0,282636.0,134472.0,120876.0,38285.0,18276.0,146966.0,16275.0,-460814.0,616873.0,4848206.0,4381814.0,4220850.0,115273.0,45691.0,26389.0,19302.0,466392.0,9.6,7401018.0,7622568.0,18836.0,29615.0,257390.0,0.5,0.4,0.4,1466044.0,296972.0
