date,TOTAL,LABOR,A034RC,A132RC,B202RC,A038RC,B040RC,B039RC,A041RC,B042RC,A045RC,A048RC,W210RC,A064RC,B703RC,A577RC,A063RC,W823RC,W824RC,W729RC,W825RC,W826RC,W827RC,B931RC,A061RC,W055RC,A067RC,A068RC,DPCERC,B069RC,W211RC,W062RC,B070RC,A071RC,A072RC,W875RX,A067RX,A229RC,A229RX,B230RC,CAPITAL,TRANSFER
1989-04-01,4587093.0,3114187.0,2566288.0,2092248.0,474040.0,547898.0,355402.0,192497.0,342157.0,33893.0,308263.0,21607.0,955000.0,801599.0,153401.0,536884.0,513575.0,227244.0,95892.0,58920.0,13562.0,16884.0,101073.0,23309.0,-382742.0,565101.0,4021992.0,3682233.0,3542964.0,111644.0,27625.0,16196.0,11429.0,339759.0,8.4,6719099.0,6672289.0,16296.0,27034.0,246814.0,1318764.0,154142.0
1989-05-01,4584259.0,3106403.0,2555875.0,2078946.0,476928.0,550529.0,358826.0,191703.0,339143.0,32412.0,306731.0,21243.0,961254.0,805680.0,155574.0,537727.0,514631.0,225600.0,96876.0,59424.0,13763.0,17436.0,101532.0,23096.0,-381511.0,566077.0,4018182.0,3692011.0,3551782.0,112507.0,27722.0,16293.0,11429.0,326171.0,8.1,6688576.0,6641716.0,16267.0,26888.0,247010.0,1321640.0,156216.0
1989-06-01,4607325.0,3123065.0,2568237.0,2088545.0,479692.0,554828.0,362098.0,192730.0,337258.0,31408.0,305850.0,20662.0,968120.0,810538.0,157582.0,541795.0,518807.0,227460.0,97848.0,60372.0,13763.0,17208.0,102156.0,22988.0,-383574.0,568903.0,4038422.0,3707541.0,3566555.0,113168.0,27819.0,16390.0,11429.0,330881.0,8.2,6705244.0,6660534.0,16335.0,26941.0,247228.0,1326040.0,158221.0
1989-07-01,4633668.0,3149080.0,2589447.0,2107606.0,481842.0,559633.0,365242.0,194391.0,334970.0,30348.0,304622.0,19868.0,972308.0,813077.0,159232.0,544175.0,521039.0,226728.0,98808.0,61080.0,14385.0,17280.0,102758.0,23136.0,-386734.0,571393.0,4062275.0,3727342.0,3585694.0,113672.0,27976.0,16579.0,11397.0,334933.0,8.2,6728632.0,6683850.0,16416.0,27010.0,247458.0,1327146.0,157441.0
1989-08-01,4644348.0,3148845.0,2586434.0,2101162.0,485272.0,562412.0,368257.0,194155.0,338842.0,30172.0,308670.0,19779.0,975605.0,814914.0,160691.0,547675.0,524447.0,227952.0,99720.0,61872.0,14788.0,17184.0,102931.0,23228.0,-386399.0,570750.0,4073598.0,3762934.0,3620641.0,114220.0,28073.0,16676.0,11397.0,310664.0,7.6,6739580.0,6701618.0,16446.0,27056.0,247695.0,1334226.0,161276.0
1989-09-01,4667491.0,3167210.0,2600872.0,2112628.0,488244.0,566338.0,371125.0,195213.0,337659.0,30401.0,307258.0,20380.0,978900.0,816184.0,162717.0,551778.0,528563.0,228732.0,100608.0,62808.0,14687.0,16992.0,104736.0,23215.0,-388436.0,572601.0,4094891.0,3764905.0,3621864.0,114868.0,28173.0,16776.0,11397.0,329986.0,8.1,6755865.0,6721685.0,16516.0,27110.0,247942.0,1336939.0,163342.0
1989-10-01,4708053.0,3202702.0,2631416.0,2141022.0,490394.0,571286.0,373785.0,197501.0,338496.0,31925.0,306571.0,20851.0,982686.0,817126.0,165560.0,555996.0,532827.0,227376.0,101520.0,63708.0,15622.0,17124.0,107477.0,23169.0,-392679.0,576867.0,4131186.0,3778689.0,3633599.0,115856.0,29235.0,17001.0,12234.0,352496.0,8.5,6788972.0,6754846.0,16646.0,27218.0,248174.0,1342033.0,163317.0
1989-11-01,4722832.0,3205627.0,2631817.0,2138757.0,493060.0,573810.0,376410.0,197400.0,340044.0,32497.0,307547.0,21992.0,987124.0,819342.0,167782.0,560619.0,537531.0,231144.0,102312.0,64440.0,15823.0,17040.0,106772.0,23088.0,-392574.0,578675.0,4144157.0,3789116.0,3643294.0,116501.0,29321.0,17087.0,12234.0,355041.0,8.6,6790724.0,6761265.0,16685.0,27221.0,248380.0,1349160.0,168045.0
1989-12-01,4740088.0,3220917.0,2643807.0,2148392.0,495415.0,577110.0,378944.0,198166.0,340684.0,33082.0,307602.0,22655.0,989950.0,822440.0,167510.0,559902.0,536895.0,228612.0,103044.0,65172.0,15823.0,17112.0,107132.0,23007.0,-394021.0,583813.0,4156275.0,3830615.0,3684184.0,117042.0,29389.0,17155.0,12234.0,325660.0,7.8,6800283.0,6761385.0,16721.0,27201.0,248569.0,1353289.0,165881.0
1990-01-01,4787748.0,3244042.0,2658744.0,2159011.0,499733.0,585298.0,384998.0,200301.0,347403.0,34282.0,313120.0,22722.0,997121.0,827613.0,169508.0,576861.0,553500.0,240696.0,103584.0,65568.0,16817.0,17580.0,109255.0,23361.0,-400401.0,575378.0,4212370.0,3876926.0,3730696.0,117009.0,29221.0,17171.0,12050.0,335444.0,8.0,6798582.0,6800976.0,16935.0,27341.0,248743.0,1367246.0,176460.0
1990-02-01,4823249.0,3275751.0,2687158.0,2184554.0,502604.0,588593.0,386270.0,202322.0,345471.0,34627.0,310845.0,22959.0,1000180.0,830265.0,169915.0,579219.0,555936.0,240264.0,104280.0,66480.0,16414.0,18504.0,109994.0,23283.0,-400331.0,583478.0,4239771.0,3874803.0,3728233.0,117259.0,29312.0,17262.0,12050.0,364967.0,8.6,6821975.0,6815129.0,17033.0,27379.0,248920.0,1368610.0,178888.0
1990-03-01,4845584.0,3298495.0,2707397.0,2199236.0,508161.0,591098.0,387573.0,203525.0,343941.0,34504.0,309437.0,23730.0,1001205.0,830698.0,170507.0,582396.0,559200.0,242112.0,104988.0,67668.0,16113.0,17628.0,110691.0,23196.0,-404182.0,588712.0,4256872.0,3901669.0,3754915.0,117312.0,29442.0,17392.0,12050.0,355203.0,8.3,6826970.0,6816856.0,17086.0,27361.0,249146.0,1368876.0,178214.0
1990-04-01,4886123.0,3326026.0,2731940.0,2219144.0,512796.0,594086.0,388861.0,205225.0,349304.0,33173.0,316132.0,24943.0,1002687.0,831379.0,171308.0,587406.0,564276.0,243588.0,105780.0,68964.0,16660.0,17676.0,111608.0,23130.0,-404243.0,592947.0,4293176.0,3916791.0,3769991.0,117315.0,29485.0,17683.0,11802.0,376385.0,8.8,6869495.0,6860641.0,17212.0,27505.0,249436.0,1376934.0,183163.0
1990-05-01,4891208.0,3328096.0,2732932.0,2211482.0,521450.0,595164.0,390227.0,204938.0,351490.0,32667.0,318823.0,26551.0,1001295.0,832878.0,168417.0,589236.0,566280.0,242376.0,106524.0,70224.0,17468.0,17712.0,111976.0,22956.0,-405460.0,593488.0,4297720.0,3922883.0,3775774.0,117438.0,29671.0,17869.0,11802.0,374837.0,8.7,6859212.0,6852433.0,17211.0,27442.0,249707.0,1379336.0,183776.0
1990-06-01,4920307.0,3350012.0,2751625.0,2229663.0,521962.0,598387.0,391677.0,206711.0,352556.0,32260.0,320296.0,28468.0,1005393.0,835950.0,169444.0,594747.0,572004.0,245412.0,107268.0,71844.0,17064.0,17496.0,112920.0,22743.0,-410871.0,597398.0,4322909.0,3952207.0,3804496.0,117832.0,29878.0,18076.0,11802.0,370702.0,8.6,6866472.0,6862264.0,17292.0,27450.0,249990.0,1386417.0,183876.0
1990-07-01,4948512.0,3370671.0,2769271.0,2245368.0,523903.0,601400.0,393167.0,208233.0,356408.0,32245.0,324163.0,30696.0,1008439.0,838408.0,170032.0,596138.0,573840.0,243552.0,108000.0,73332.0,18063.0,17592.0,113301.0,22298.0,-413840.0,599842.0,4348670.0,3971338.0,3821712.0,118680.0,30947.0,18407.0,12540.0,377331.0,8.7,6891946.0,6886081.0,17375.0,27513.0,250285.0,1395543.0,182298.0
1990-08-01,4949534.0,3362710.0,2760209.0,2237187.0,523022.0,602501.0,394678.0,207824.0,359690.0,31823.0,327867.0,31935.0,1010811.0,840739.0,170073.0,597711.0,575844.0,242880.0,108744.0,74952.0,17458.0,17568.0,114242.0,21867.0,-413323.0,599491.0,4350043.0,3998710.0,3848288.0,119230.0,31192.0,18652.0,12540.0,351333.0,8.1,6845563.0,6842763.0,17359.0,27306.0,250595.0,1402436.0,184388.0
1990-09-01,4977490.0,3384183.0,2778451.0,2253821.0,524630.0,605732.0,396286.0,209447.0,360714.0,31283.0,329430.0,32169.0,1010823.0,841688.0,169134.0,606163.0,584712.0,247704.0,109488.0,76500.0,18971.0,17520.0,114529.0,21451.0,-416562.0,602846.0,4374644.0,4021214.0,3870100.0,119659.0,31455.0,18915.0,12540.0,353430.0,8.1,6834266.0,6839452.0,17436.0,27259.0,250904.0,1403706.0,189601.0
1990-10-01,4964589.0,3369637.0,2763106.0,2236156.0,526950.0,606531.0,397961.0,208570.0,356985.0,30596.0,326390.0,31366.0,1009058.0,842019.0,167039.0,612694.0,591600.0,245148.0,110292.0,78336.0,20065.0,17628.0,120131.0,21094.0,-415152.0,600989.0,4363599.0,4022011.0,3870551.0,119706.0,31755.0,19268.0,12487.0,341588.0,7.8,6765167.0,6783362.0,17371.0,27004.0,251201.0,1397409.0,197542.0
1990-11-01,4970700.0,3375062.0,2766254.0,2236412.0,529843.0,608807.0,399637.0,209171.0,357687.0,29732.0,327955.0,31104.0,1007626.0,842077.0,165548.0,615733.0,595020.0,246084.0,111012.0,80316.0,20670.0,17688.0,119250.0,20713.0,-416511.0,600482.0,4370218.0,4023823.0,3871877.0,119873.0,32073.0,19586.0,12487.0,346395.0,7.9,6761390.0,6785069.0,17378.0,26980.0,251486.0,1396417.0,199222.0
1990-12-01,5000400.0,3399789.0,2787297.0,2253764.0,533533.0,612492.0,401345.0,211147.0,356178.0,28674.0,327504.0,31350.0,1009403.0,844439.0,164964.0,624100.0,603876.0,249804.0,111696.0,83544.0,22181.0,17652.0,118999.0,20224.0,-420420.0,600971.0,4399429.0,4013625.0,3861300.0,119895.0,32430.0,19943.0,12487.0,385804.0,8.8,6788218.0,6824094.0,17475.0,27106.0,251758.0,1396931.0,203680.0
1991-01-01,4985800.0,3384425.0,2771279.0,2233911.0,537368.0,613146.0,403025.0,210121.0,346374.0,26583.0,319792.0,32186.0,1006334.0,835072.0,171262.0,636422.0,616796.0,259776.0,112152.0,82308.0,23535.0,18220.0,120805.0,19626.0,-419941.0,582263.0,4403537.0,3995296.0,3840994.0,119986.0,34316.0,20560.0,13756.0,408242.0,9.3,6720986.0,6804676.0,17474.0,27001.0,252012.0,1384894.0,216481.0
1991-02-01,4991703.0,3385233.0,2769724.0,2230056.0,539667.0,615509.0,405098.0,210411.0,347789.0,25970.0,321819.0,32962.0,1004883.0,828805.0,176078.0,641538.0,622400.0,260928.0,112896.0,83352.0,24239.0,18136.0,122849.0,19138.0,-420702.0,579916.0,4411787.0,4021354.0,3866693.0,119972.0,34690.0,20934.0,13756.0,390433.0,8.8,6718843.0,6814018.0,17490.0,27013.0,252253.0,1385634.0,220836.0
1991-03-01,4999891.0,3392939.0,2774183.0,2232295.0,541888.0,618756.0,407566.0,211190.0,348207.0,25961.0,322246.0,33760.0,1000377.0,823011.0,177366.0,646954.0,628256.0,263172.0,113724.0,85332.0,25246.0,17512.0,123270.0,18698.0,-422346.0,580138.0,4419753.0,4068119.0,3912999.0,120077.0,35043.0,21287.0,13756.0,351634.0,8.0,6721727.0,6824903.0,17503.0,27029.0,252507.0,1382344.0,224608.0
1991-04-01,5028035.0,3405213.0,2782601.0,2239071.0,543530.0,622612.0,410350.0,212262.0,352047.0,28015.0,324033.0,34563.0,1003514.0,825151.0,178364.0,657170.0,638888.0,262752.0,114696.0,90348.0,27333.0,19369.0,124390.0,18282.0,-424473.0,582924.0,4445111.0,4062920.0,3907079.0,120269.0,35572.0,21737.0,13835.0,382191.0,8.6,6737215.0,6851658.0,17585.0,27105.0,252778.0,1390124.0,232697.0
1991-05-01,5049541.0,3420878.0,2794009.0,2248359.0,545650.0,626869.0,413472.0,213398.0,353114.0,28036.0,325078.0,35465.0,1004937.0,824897.0,180040.0,661961.0,644048.0,264552.0,115668.0,93132.0,27634.0,18084.0,124978.0,17913.0,-426815.0,585204.0,4464337.0,4089543.0,3933221.0,120419.0,35903.0,22068.0,13835.0,374794.0,8.4,6735119.0,6852944.0,17641.0,27080.0,253060.0,1393516.0,235146.0
1991-06-01,5084698.0,3456748.0,2823826.0,2274881.0,548945.0,632922.0,417001.0,215921.0,353874.0,27490.0,326384.0,36447.0,1004257.0,823177.0,181080.0,665069.0,647468.0,263556.0,116688.0,95688.0,27533.0,18155.0,125848.0,17601.0,-431697.0,589646.0,4495052.0,4097220.0,3940495.0,120492.0,36232.0,22397.0,13835.0,397832.0,8.9,6772911.0,6888494.0,17742.0,27190.0,253350.0,1394578.0,233372.0
1991-07-01,5081231.0,3449435.0,2813207.0,2262001.0,551206.0,636228.0,420801.0,215427.0,352971.0,24491.0,328480.0,37452.0,1006989.0,824908.0,182081.0,665242.0,647964.0,263712.0,117756.0,95232.0,26910.0,18312.0,126042.0,17278.0,-430858.0,587783.0,4493448.0,4123169.0,3965995.0,120327.0,36847.0,22793.0,14054.0,370280.0,8.2,6756678.0,6875194.0,17715.0,27105.0,253650.0,1397412.0,234384.0
1991-08-01,5103167.0,3466700.0,2825232.0,2273748.0,551485.0,641468.0,424972.0,216496.0,352629.0,24203.0,328427.0,39204.0,1007221.0,824573.0,182648.0,670465.0,653460.0,266004.0,118860.0,98232.0,24693.0,18192.0,127479.0,17005.0,-433053.0,588704.0,4514464.0,4126391.0,3969105.0,120119.0,37167.0,23113.0,14054.0,388072.0,8.6,6766585.0,6891395.0,17776.0,27135.0,253966.0,1399054.0,237412.0
1991-09-01,5136793.0,3493636.0,2845808.0,2293623.0,552185.0,647828.0,429454.0,218374.0,355249.0,24742.0,330507.0,41654.0,1006197.0,822587.0,183610.0,676627.0,659832.0,265512.0,120012.0,101820.0,26205.0,17904.0,128379.0,16795.0,-436570.0,594225.0,4542568.0,4141899.0,3984708.0,119710.0,37481.0,23427.0,14054.0,400670.0,8.8,6785132.0,6910489.0,17864.0,27177.0,254280.0,1403100.0,240057.0
1991-10-01,5153472.0,3491698.0,2839515.0,2284213.0,555303.0,652183.0,434303.0,217881.0,358173.0,27229.0,330944.0,44756.0,1000591.0,817148.0,183442.0,694034.0,677508.0,265104.0,121092.0,110796.0,26849.0,18024.0,135643.0,16526.0,-435779.0,595474.0,4557998.0,4134248.0,3976045.0,119643.0,38560.0,23877.0,14683.0,423750.0,9.3,6771430.0,6921088.0,17904.0,27187.0,254576.0,1403520.0,258255.0
1991-11-01,5173720.0,3511522.0,2853013.0,2295137.0,557875.0,658510.0,439593.0,218917.0,361993.0,28616.0,333378.0,46383.0,998384.0,815016.0,183368.0,693286.0,676884.0,266028.0,122424.0,113064.0,26142.0,17796.0,131430.0,16402.0,-437848.0,598415.0,4575306.0,4161689.0,4003572.0,119254.0,38863.0,24180.0,14683.0,413617.0,9.0,6788497.0,6932241.0,17954.0,27202.0,254841.0,1406760.0,255438.0
1991-12-01,5230867.0,3547745.0,2881336.0,2321259.0,560077.0,666409.0,445221.0,221188.0,367486.0,30055.0,337431.0,48098.0,1000696.0,817995.0,182701.0,708942.0,692580.0,269352.0,123876.0,113628.0,35125.0,17868.0,132731.0,16362.0,-442101.0,602125.0,4628742.0,4178719.0,4020479.0,119080.0,39160.0,24477.0,14683.0,450023.0,9.7,6834251.0,6995690.0,18146.0,27425.0,255089.0,1416280.0,266841.0
1992-01-01,5264178.0,3562751.0,2887452.0,2324595.0,562857.0,675299.0,451349.0,223950.0,377560.0,32274.0,345286.0,48570.0,998909.0,815170.0,183739.0,722907.0,706415.0,277824.0,125796.0,108108.0,39227.0,18764.0,136696.0,16492.0,-446519.0,583041.0,4681137.0,4239303.0,4084653.0,118391.0,36259.0,24724.0,11535.0,441834.0,9.4,6854207.0,7065308.0,18334.0,27671.0,255331.0,1425039.0,276388.0
1992-02-01,5303815.0,3604863.0,2921178.0,2357227.0,563951.0,683685.0,456961.0,226725.0,378580.0,33486.0,345094.0,49721.0,996718.0,811959.0,184760.0,725631.0,709127.0,278052.0,127272.0,107760.0,38720.0,18956.0,138367.0,16504.0,-451698.0,589269.0,4714546.0,4254313.0,4099539.0,118245.0,36529.0,24994.0,11535.0,460233.0,9.8,6892523.0,7097818.0,18447.0,27772.0,255576.0,1425019.0,273933.0
1992-03-01,5325466.0,3619397.0,2929938.0,2364161.0,565778.0,689458.0,462092.0,227366.0,379980.0,32924.0,347055.0,51714.0,994825.0,809061.0,185764.0,732462.0,715955.0,279828.0,128628.0,108924.0,41153.0,18476.0,138946.0,16507.0,-452911.0,594381.0,4731086.0,4271717.0,4117009.0,117929.0,36778.0,25243.0,11535.0,459369.0,9.7,6898122.0,7105503.0,18492.0,27772.0,255848.0,1426519.0,279551.0
1992-04-01,5359818.0,3630807.0,2936161.0,2368168.0,567993.0,694646.0,466786.0,227860.0,389579.0,33635.0,355945.0,54574.0,996923.0,810170.0,186752.0,741772.0,725271.0,280908.0,129768.0,113268.0,42116.0,19200.0,140011.0,16501.0,-453838.0,601762.0,4758056.0,4287453.0,4131544.0,117739.0,38170.0,25567.0,12603.0,470603.0,9.9,6917065.0,7126777.0,18576.0,27824.0,256139.0,1441076.0,287934.0
1992-05-01,5395558.0,3654324.0,2954021.0,2384102.0,569919.0,700303.0,471115.0,229188.0,394012.0,34328.0,359685.0,57303.0,1000324.0,812600.0,187724.0,745931.0,729459.0,282612.0,130980.0,115500.0,40386.0,18504.0,141477.0,16472.0,-456336.0,608309.0,4787249.0,4313959.0,4158382.0,117193.0,38385.0,25782.0,12603.0,473290.0,9.9,6955198.0,7161062.0,18668.0,27925.0,256437.0,1451639.0,289595.0
1992-06-01,5427762.0,3670570.0,2965766.0,2394208.0,571557.0,704804.0,474958.0,229847.0,402010.0,38099.0,363911.0,59922.0,1003926.0,815247.0,188679.0,749070.0,732663.0,281712.0,132168.0,117432.0,41098.0,18588.0,141665.0,16407.0,-457736.0,611436.0,4816326.0,4332223.0,4177056.0,116582.0,38585.0,25982.0,12603.0,484103.0,10.1,6986214.0,7191730.0,18759.0,28012.0,256742.0,1465858.0,291334.0
1992-07-01,5441336.0,3677800.0,2969332.0,2395551.0,573781.0,708468.0,478465.0,230003.0,405463.0,36855.0,368608.0,62506.0,1000083.0,810465.0,189618.0,753563.0,737203.0,283080.0,133344.0,119496.0,40122.0,18468.0,142693.0,16360.0,-458080.0,612320.0,4829015.0,4366183.0,4204795.0,115868.0,45520.0,26218.0,19302.0,462832.0,9.6,6976782.0,7186992.0,18785.0,27958.0,257063.0,1468052.0,295483.0
1992-08-01,5469721.0,3702063.0,2989024.0,2412812.0,576212.0,713038.0,481558.0,231480.0,408999.0,37005.0,371994.0,64665.0,997023.0,806483.0,190540.0,757786.0,741511.0,282636.0,134472.0,120876.0,38285.0,18276.0,146966.0,16275.0,-460814.0,616873.0,4852848.0,4381814.0,4220850.0,115273.0,45691.0,26389.0,19302.0,471034.0,9.7,7003386.0,7212826.0,18854.0,28023.0,257390.0,1470687.0,296972.0
1992-09-01,5457740.0,3685679.0,2971304.0,2395733.0,575571.0,714375.0,484158.0,230217.0,409090.0,36343.0,372747.0,65781.0,994112.0,802668.0,191445.0,761445.0,745267.0,282828.0,135588.0,121308.0,40429.0,18660.0,146454.0,16178.0,-458367.0,619410.0,4838330.0,4415866.0,4255267.0,114755.0,45844.0,26542.0,19302.0,422463.0,8.7,6968751.0,7179514.0,18775.0,27860.0,257704.0,1468983.0,303078.0
1992-10-01,5450116.0,3655022.0,2940462.0,2363693.0,576769.0,714559.0,486387.0,228172.0,419290.0,35494.0,383796.0,67960.0,997797.0,805465.0,192332.0,764460.0,748367.0,284664.0,136788.0,120216.0,38093.0,18096.0,150510.0,16093.0,-454414.0,625751.0,4824365.0,4440018.0,4284729.0,114060.0,41229.0,26703.0,14526.0,384346.0,8.0,6928484.0,7133588.0,18699.0,27649.0,258004.0,1485047.0,310046.0
1992-11-01,5472742.0,3679913.0,2962191.0,2383708.0,578483.0,717722.0,488214.0,229508.0,421388.0,34060.0,387329.0,70331.0,1001265.0,808062.0,193203.0,756815.0,740879.0,282120.0,137760.0,120588.0,37273.0,18684.0,144454.0,15936.0,-456970.0,631473.0,4841269.0,4455707.0,4300488.0,113857.0,41362.0,26836.0,14526.0,385562.0,8.0,6959530.0,7144503.0,18744.0,27662.0,258280.0,1492984.0,299845.0
